group,filename,n,m,t,opt,lower,upper
I080,i080-321.stp,80,3160,20,3932,3932,3932
I080,i080-322.stp,80,3160,20,3937,3937,3937
I080,i080-323.stp,80,3160,20,3946,3946,3946
I080,i080-324.stp,80,3160,20,3932,3932,3932
I080,i080-325.stp,80,3160,20,3924,3924,3924
I080,i080-331.stp,80,160,20,5226,5226,5226
I080,i080-332.stp,80,160,20,5362,5362,5362
I080,i080-333.stp,80,160,20,5381,5381,5381
I080,i080-334.stp,80,160,20,5264,5264,5264
I080,i080-335.stp,80,160,20,4953,4953,4953
I080,i080-341.stp,80,632,20,4236,4236,4236
I080,i080-342.stp,80,632,20,4337,4337,4337
I080,i080-343.stp,80,632,20,4246,4246,4246
I080,i080-344.stp,80,632,20,4310,4310,4310
I080,i080-345.stp,80,632,20,4341,4341,4341
I160,i160-001.stp,160,240,7,2490,2490,2490
I160,i160-002.stp,160,240,7,2158,2158,2158
I160,i160-003.stp,160,240,7,2297,2297,2297
I160,i160-004.stp,160,240,7,2370,2370,2370
I160,i160-005.stp,160,240,7,2495,2495,2495
I160,i160-011.stp,160,812,7,1677,1677,1677
I160,i160-012.stp,160,812,7,1750,1750,1750
I160,i160-013.stp,160,812,7,1661,1661,1661
I160,i160-014.stp,160,812,7,1778,1778,1778
I160,i160-015.stp,160,812,7,1768,1768,1768
I160,i160-021.stp,160,12720,7,1352,1352,1352
I160,i160-022.stp,160,12720,7,1365,1365,1365
I160,i160-023.stp,160,12720,7,1351,1351,1351
I160,i160-024.stp,160,12720,7,1371,1371,1371
I160,i160-025.stp,160,12720,7,1366,1366,1366
I160,i160-031.stp,160,320,7,2170,2170,2170
I160,i160-032.stp,160,320,7,2330,2330,2330
I160,i160-033.stp,160,320,7,2101,2101,2101
I160,i160-034.stp,160,320,7,2083,2083,2083
I160,i160-035.stp,160,320,7,2103,2103,2103
I160,i160-041.stp,160,2544,7,1494,1494,1494
I160,i160-042.stp,160,2544,7,1486,1486,1486
I160,i160-043.stp,160,2544,7,1549,1549,1549
I160,i160-044.stp,160,2544,7,1478,1478,1478
I160,i160-045.stp,160,2544,7,1554,1554,1554
I160,i160-101.stp,160,240,12,3859,3859,3859
I160,i160-102.stp,160,240,12,3747,3747,3747
I160,i160-103.stp,160,240,12,3837,3837,3837
I160,i160-104.stp,160,240,12,4063,4063,4063
I160,i160-105.stp,160,240,12,3563,3563,3563
I160,i160-111.stp,160,812,12,2869,2869,2869
I160,i160-112.stp,160,812,12,2924,2924,2924
I160,i160-113.stp,160,812,12,2866,2866,2866
I160,i160-114.stp,160,812,12,2989,2989,2989
I160,i160-115.stp,160,812,12,2937,2937,2937
I160,i160-121.stp,160,12720,12,2363,2363,2363
I160,i160-122.stp,160,12720,12,2348,2348,2348
I160,i160-123.stp,160,12720,12,2355,2355,2355
I160,i160-124.stp,160,12720,12,2352,2352,2352
I160,i160-125.stp,160,12720,12,2351,2351,2351
I160,i160-131.stp,160,320,12,3356,3356,3356
I160,i160-132.stp,160,320,12,3450,3450,3450
I160,i160-133.stp,160,320,12,3585,3585,3585
I160,i160-134.stp,160,320,12,3470,3470,3470
I160,i160-135.stp,160,320,12,3716,3716,3716
I160,i160-141.stp,160,2544,12,2549,2549,2549
I160,i160-142.stp,160,2544,12,2562,2562,2562
I160,i160-143.stp,160,2544,12,2557,2557,2557
I160,i160-144.stp,160,2544,12,2607,2607,2607
I160,i160-145.stp,160,2544,12,2578,2578,2578
I160,i160-201.stp,160,240,24,6923,6923,6923
I160,i160-202.stp,160,240,24,6930,6930,6930
I160,i160-203.stp,160,240,24,7243,7243,7243
I160,i160-204.stp,160,240,24,7068,7068,7068
I160,i160-205.stp,160,240,24,7122,7122,7122
I160,i160-211.stp,160,812,24,5583,5583,5583
I160,i160-212.stp,160,812,24,5643,5643,5643
I160,i160-213.stp,160,812,24,5647,5647,5647
I160,i160-214.stp,160,812,24,5720,5720,5720
I160,i160-215.stp,160,812,24,5518,5518,5518
I160,i160-221.stp,160,12720,24,4729,4729,4729
I160,i160-222.stp,160,12720,24,4697,4697,4697
I160,i160-223.stp,160,12720,24,4730,4730,4730
I160,i160-224.stp,160,12720,24,4721,4721,4721
I160,i160-225.stp,160,12720,24,4728,4728,4728
I160,i160-231.stp,160,320,24,6662,6662,6662
I160,i160-232.stp,160,320,24,6558,6558,6558
I160,i160-233.stp,160,320,24,6339,6339,6339
I160,i160-234.stp,160,320,24,6594,6594,6594
I160,i160-235.stp,160,320,24,6764,6764,6764
I160,i160-241.stp,160,2544,24,5086,5086,5086
I160,i160-242.stp,160,2544,24,5106,5106,5106
I160,i160-243.stp,160,2544,24,5050,5050,5050
I160,i160-244.stp,160,2544,24,5076,5076,5076
I160,i160-245.stp,160,2544,24,5084,5084,5084
I160,i160-301.stp,160,240,40,11816,11816,11816
I160,i160-302.stp,160,240,40,11497,11497,11497
I160,i160-303.stp,160,240,40,11445,11445,11445
I160,i160-304.stp,160,240,40,11448,11448,11448
I160,i160-305.stp,160,240,40,11423,11423,11423
I160,i160-311.stp,160,812,40,9135,9135,9135
I160,i160-312.stp,160,812,40,9052,9052,9052
I160,i160-313.stp,160,812,40,9159,9159,9159
I160,i160-314.stp,160,812,40,8941,8941,8941
I160,i160-315.stp,160,812,40,9086,9086,9086
I160,i160-321.stp,160,12720,40,7876,7876,7876
I160,i160-322.stp,160,12720,40,7859,7859,7859
I160,i160-323.stp,160,12720,40,7876,7876,7876
I160,i160-324.stp,160,12720,40,7884,7884,7884
I160,i160-325.stp,160,12720,40,7862,7862,7862
I160,i160-331.stp,160,320,40,10414,10414,10414
I160,i160-332.stp,160,320,40,10806,10806,10806
I160,i160-333.stp,160,320,40,10561,10561,10561
I160,i160-334.stp,160,320,40,10327,10327,10327
I160,i160-335.stp,160,320,40,10589,10589,10589
I160,i160-341.stp,160,2544,40,8331,8331,8331
I160,i160-342.stp,160,2544,40,8348,8348,8348
I160,i160-343.stp,160,2544,40,8275,8275,8275
I160,i160-344.stp,160,2544,40,8307,8307,8307
I160,i160-345.stp,160,2544,40,8327,8327,8327
I320,i320-001.stp,320,480,8,2672,2672,2672
I320,i320-002.stp,320,480,8,2847,2847,2847
I320,i320-003.stp,320,480,8,2972,2972,2972
I320,i320-004.stp,320,480,8,2905,2905,2905
I320,i320-005.stp,320,480,8,2991,2991,2991
I320,i320-011.stp,320,1845,8,2053,2053,2053
I320,i320-012.stp,320,1845,8,1997,1997,1997
I320,i320-013.stp,320,1845,8,2072,2072,2072
I320,i320-014.stp,320,1845,8,2061,2061,2061
I320,i320-015.stp,320,1845,8,2059,2059,2059
I320,i320-021.stp,320,51040,8,1553,1553,1553
I320,i320-022.stp,320,51040,8,1565,1565,1565
I320,i320-023.stp,320,51040,8,1549,1549,1549
I320,i320-024.stp,320,51040,8,1553,1553,1553
I320,i320-025.stp,320,51040,8,1550,1550,1550
I320,i320-031.stp,320,640,8,2673,2673,2673
I320,i320-032.stp,320,640,8,2770,2770,2770
I320,i320-033.stp,320,640,8,2769,2769,2769
I320,i320-034.stp,320,640,8,2521,2521,2521
I320,i320-035.stp,320,640,8,2385,2385,2385
I320,i320-041.stp,320,10208,8,1707,1707,1707
I320,i320-042.stp,320,10208,8,1682,1682,1682
I320,i320-043.stp,320,10208,8,1723,1723,1723
I320,i320-044.stp,320,10208,8,1681,1681,1681
I320,i320-045.stp,320,10208,8,1686,1686,1686
I320,i320-101.stp,320,480,17,5548,5548,5548
I320,i320-102.stp,320,480,17,5556,5556,5556
I320,i320-103.stp,320,480,17,6239,6239,6239
I320,i320-104.stp,320,480,17,5703,5703,5703
I320,i320-105.stp,320,480,17,5928,5928,5928
I320,i320-111.stp,320,1845,17,4273,4273,4273
I320,i320-112.stp,320,1845,17,4213,4213,4213
I320,i320-113.stp,320,1845,17,4205,4205,4205
I320,i320-114.stp,320,1845,17,4104,4104,4104
I320,i320-115.stp,320,1845,17,4238,4238,4238
I320,i320-121.stp,320,51040,17,3321,3321,3321
I320,i320-122.stp,320,51040,17,3314,3314,3314
I320,i320-123.stp,320,51040,17,3332,3332,3332
I320,i320-124.stp,320,51040,17,3323,3323,3323
I320,i320-125.stp,320,51040,17,3340,3340,3340
I320,i320-131.stp,320,640,17,5255,5255,5255
I320,i320-132.stp,320,640,17,5052,5052,5052
I320,i320-133.stp,320,640,17,5125,5125,5125
I320,i320-134.stp,320,640,17,5272,5272,5272
I320,i320-135.stp,320,640,17,5342,5342,5342
I320,i320-141.stp,320,10208,17,3606,3606,3606
I320,i320-142.stp,320,10208,17,3567,3567,3567
I320,i320-143.stp,320,10208,17,3561,3561,3561
I320,i320-144.stp,320,10208,17,3512,3512,3512
I320,i320-145.stp,320,10208,17,3601,3601,3601
I320,i320-201.stp,320,480,34,10044,10044,10044
I320,i320-202.stp,320,480,34,11223,11223,11223
I320,i320-203.stp,320,480,34,10148,10148,10148
I320,i320-204.stp,320,480,34,10275,10275,10275
I320,i320-205.stp,320,480,34,10573,10573,10573
I320,i320-211.stp,320,1845,34,8039,8039,8039
I320,i320-212.stp,320,1845,34,8044,8044,8044
I320,i320-213.stp,320,1845,34,7984,7984,7984
I320,i320-214.stp,320,1845,34,8046,8046,8046
I320,i320-215.stp,320,1845,34,8015,8015,8015
I320,i320-221.stp,320,51040,34,6679,6679,6679
I320,i320-222.stp,320,51040,34,6686,6686,6686
I320,i320-223.stp,320,51040,34,6695,6695,6695
I320,i320-224.stp,320,51040,34,6694,6694,6694
I320,i320-225.stp,320,51040,34,6691,6691,6691
I320,i320-231.stp,320,640,34,9862,9862,9862
I320,i320-232.stp,320,640,34,9933,9933,9933
I320,i320-233.stp,320,640,34,9787,9787,9787
I320,i320-234.stp,320,640,34,9517,9517,9517
I320,i320-235.stp,320,640,34,9945,9945,9945
I320,i320-241.stp,320,10208,34,7027,7027,7027
I320,i320-242.stp,320,10208,34,7072,7072,7072
I320,i320-243.stp,320,10208,34,7044,7044,7044
I320,i320-244.stp,320,10208,34,7078,7078,7078
I320,i320-245.stp,320,10208,34,7046,7046,7046
I320,i320-301.stp,320,480,80,23279,23279,23279
I320,i320-302.stp,320,480,80,23387,23387,23387
I320,i320-303.stp,320,480,80,22693,22693,22693
I320,i320-304.stp,320,480,80,23451,23451,23451
I320,i320-305.stp,320,480,80,22547,22547,22547
I320,i320-311.stp,320,1845,80,17945,17945,17945
I320,i320-312.stp,320,1845,80,18122,18122,18122
I320,i320-313.stp,320,1845,80,17991,17991,17991
I320,i320-314.stp,320,1845,80,18088,18088,18088
I320,i320-315.stp,320,1845,80,17987,17987,17987
I320,i320-321.stp,320,51040,80,15648,15648,15648
I320,i320-322.stp,320,51040,80,15646,15646,15646
I320,i320-323.stp,320,51040,80,15654,15654,15654
I320,i320-324.stp,320,51040,80,15667,15667,15667
I320,i320-325.stp,320,51040,80,15649,15649,15649
I320,i320-331.stp,320,640,80,21517,21517,21517
I320,i320-332.stp,320,640,80,21674,21674,21674
I320,i320-333.stp,320,640,80,21339,21339,21339
I320,i320-334.stp,320,640,80,21415,21415,21415
I320,i320-335.stp,320,640,80,21378,21378,21378
I320,i320-341.stp,320,10208,80,16296,16296,16296
I320,i320-342.stp,320,10208,80,16228,16228,16228
I320,i320-343.stp,320,10208,80,16281,16281,16281
I320,i320-344.stp,320,10208,80,16295,16295,16295
I320,i320-345.stp,320,10208,80,16289,16289,16289
I640,i640-001.stp,640,960,9,4033,4033,4033
I640,i640-002.stp,640,960,9,3588,3588,3588
I640,i640-003.stp,640,960,9,3438,3438,3438
I640,i640-004.stp,640,960,9,4000,4000,4000
I640,i640-005.stp,640,960,9,4006,4006,4006
I640,i640-011.stp,640,4135,9,2392,2392,2392
I640,i640-012.stp,640,4135,9,2465,2465,2465
I640,i640-013.stp,640,4135,9,2399,2399,2399
I640,i640-014.stp,640,4135,9,2171,2171,2171
I640,i640-015.stp,640,4135,9,2347,2347,2347
I640,i640-021.stp,640,204480,9,1749,1749,1749
I640,i640-022.stp,640,204480,9,1756,1756,1756
I640,i640-023.stp,640,204480,9,1754,1754,1754
I640,i640-024.stp,640,204480,9,1751,1751,1751
I640,i640-025.stp,640,204480,9,1745,1745,1745
I640,i640-031.stp,640,1280,9,3278,3278,3278
I640,i640-032.stp,640,1280,9,3187,3187,3187
I640,i640-033.stp,640,1280,9,3260,3260,3260
I640,i640-034.stp,640,1280,9,2953,2953,2953
I640,i640-035.stp,640,1280,9,3292,3292,3292
I640,i640-041.stp,640,40896,9,1897,1897,1897
I640,i640-042.stp,640,40896,9,1934,1934,1934
I640,i640-043.stp,640,40896,9,1931,1931,1931
I640,i640-044.stp,640,40896,9,1938,1938,1938
I640,i640-045.stp,640,40896,9,1866,1866,1866
I640,i640-101.stp,640,960,25,8764,8764,8764
I640,i640-102.stp,640,960,25,9109,9109,9109
I640,i640-103.stp,640,960,25,8819,8819,8819
I640,i640-104.stp,640,960,25,9040,9040,9040
I640,i640-105.stp,640,960,25,9623,9623,9623
I640,i640-111.stp,640,4135,25,6167,6167,6167
I640,i640-112.stp,640,4135,25,6304,6304,6304
I640,i640-113.stp,640,4135,25,6249,6249,6249
I640,i640-114.stp,640,4135,25,6308,6308,6308
I640,i640-115.stp,640,4135,25,6217,6217,6217
I640,i640-121.stp,640,204480,25,4906,4906,4906
I640,i640-122.stp,640,204480,25,4911,4911,4911
I640,i640-123.stp,640,204480,25,4913,4913,4913
I640,i640-124.stp,640,204480,25,4906,4906,4906
I640,i640-125.stp,640,204480,25,4920,4920,4920
I640,i640-131.stp,640,1280,25,8097,8097,8097
I640,i640-132.stp,640,1280,25,8154,8154,8154
I640,i640-133.stp,640,1280,25,8021,8021,8021
I640,i640-134.stp,640,1280,25,7754,7754,7754
I640,i640-135.stp,640,1280,25,7696,7696,7696
I640,i640-141.stp,640,40896,25,5199,5199,5199
I640,i640-142.stp,640,40896,25,5193,5193,5193
I640,i640-143.stp,640,40896,25,5194,5194,5194
I640,i640-144.stp,640,40896,25,5205,5205,5205
I640,i640-145.stp,640,40896,25,5218,5218,5218
I640,i640-201.stp,640,960,50,16079,16079,16079
I640,i640-202.stp,640,960,50,16324,16324,16324
I640,i640-203.stp,640,960,50,16124,16124,16124
I640,i640-204.stp,640,960,50,16239,16239,16239
I640,i640-205.stp,640,960,50,16616,16616,16616
I640,i640-211.stp,640,4135,50,11984,11984,11984
I640,i640-212.stp,640,4135,50,11795,11795,11795
I640,i640-213.stp,640,4135,50,11879,11879,11879
I640,i640-214.stp,640,4135,50,11898,11898,11898
I640,i640-215.stp,640,4135,50,12081,12081,12081
I640,i640-221.stp,640,204480,50,9821,9821,9821
I640,i640-222.stp,640,204480,50,9798,9798,9798
I640,i640-223.stp,640,204480,50,9811,9811,9811
I640,i640-224.stp,640,204480,50,9805,9805,9805
I640,i640-225.stp,640,204480,50,9807,9807,9807
I640,i640-231.stp,640,1280,50,15014,15014,15014
I640,i640-232.stp,640,1280,50,14630,14630,14630
I640,i640-233.stp,640,1280,50,14797,14797,14797
I640,i640-234.stp,640,1280,50,15203,15203,15203
I640,i640-235.stp,640,1280,50,14803,14803,14803
I640,i640-241.stp,640,40896,50,10230,10230,10230
I640,i640-242.stp,640,40896,50,10195,10195,10195
I640,i640-243.stp,640,40896,50,10215,10215,10215
I640,i640-244.stp,640,40896,50,10246,10246,10246
I640,i640-245.stp,640,40896,50,10223,10223,10223
I640,i640-301.stp,640,960,160,45005,45005,45005
I640,i640-302.stp,640,960,160,45736,45736,45736
I640,i640-303.stp,640,960,160,44922,44922,44922
I640,i640-304.stp,640,960,160,46233,46233,46233
I640,i640-305.stp,640,960,160,45902,45902,45902
I640,i640-311.stp,640,4135,160,-1,35412,35766
I640,i640-312.stp,640,4135,160,-1,35406,35770
I640,i640-313.stp,640,4135,160,-1,35341,35535
I640,i640-314.stp,640,4135,160,-1,35249,35532
I640,i640-315.stp,640,4135,160,-1,35436,35741
I640,i640-321.stp,640,204480,160,31094,31094,31094
I640,i640-322.stp,640,204480,160,31068,31068,31068
I640,i640-323.stp,640,204480,160,31080,31080,31080
I640,i640-324.stp,640,204480,160,31092,31092,31092
I640,i640-325.stp,640,204480,160,31081,31081,31081
I640,i640-331.stp,640,1280,160,42796,42796,42796
I640,i640-332.stp,640,1280,160,42548,42548,42548
I640,i640-333.stp,640,1280,160,42345,42345,42345
I640,i640-334.stp,640,1280,160,42768,42768,42768
I640,i640-335.stp,640,1280,160,43035,43035,43035
I640,i640-341.stp,640,40896,160,32042,32042,32042
I640,i640-342.stp,640,40896,160,31978,31978,31978
I640,i640-343.stp,640,40896,160,32015,32015,32015
I640,i640-344.stp,640,40896,160,31991,31991,31991
I640,i640-345.stp,640,40896,160,31994,31994,31994
LIN,lin01.stp,53,80,4,503,503,503
LIN,lin02.stp,55,82,6,557,557,557
LIN,lin03.stp,57,84,8,926,926,926
LIN,lin04.stp,157,266,6,1239,1239,1239
LIN,lin05.stp,160,269,9,1703,1703,1703
LIN,lin06.stp,165,274,14,1348,1348,1348
LIN,lin07.stp,307,526,6,1885,1885,1885
LIN,lin08.stp,311,530,10,2248,2248,2248
LIN,lin09.stp,313,532,12,2752,2752,2752
LIN,lin10.stp,321,540,20,4132,4132,4132
LIN,lin11.stp,816,1460,10,4280,4280,4280
LIN,lin12.stp,818,1462,12,5250,5250,5250
LIN,lin13.stp,822,1466,16,4609,4609,4609
LIN,lin14.stp,828,1472,22,5824,5824,5824
LIN,lin15.stp,840,1484,34,7145,7145,7145
LIN,lin16.stp,1981,3633,12,6618,6618,6618
LIN,lin17.stp,1989,3641,20,8405,8405,8405
LIN,lin18.stp,1994,3646,25,9714,9714,9714
LIN,lin19.stp,2010,3662,41,13268,13268,13268
LIN,lin20.stp,3675,6709,11,6673,6673,6673
LIN,lin21.stp,3683,6717,20,9143,9143,9143
LIN,lin22.stp,3692,6726,28,10519,10519,10519
LIN,lin23.stp,3716,6750,52,17560,17560,17560
LIN,lin24.stp,7998,14734,16,15076,15076,15076
LIN,lin25.stp,8007,14743,24,17803,17803,17803
LIN,lin26.stp,8013,14749,30,21757,21757,21757
LIN,lin27.stp,8017,14753,36,20678,20678,20678
LIN,lin28.stp,8062,14798,81,32584,32584,32584
LIN,lin29.stp,19083,35636,24,23765,23765,23765
LIN,lin30.stp,19091,35644,31,27684,27684,27684
LIN,lin31.stp,19100,35653,40,31696,31696,31696
LIN,lin32.stp,19112,35665,53,39832,39832,39832
LIN,lin33.stp,19177,35730,117,56061,56061,56061
LIN,lin34.stp,38282,71521,34,45018,45018,45018
LIN,lin35.stp,38294,71533,45,50559,50559,50559
LIN,lin36.stp,38307,71546,58,55608,55608,55608
LIN,lin37.stp,38418,71657,172,99560,99560,99560
MC,mc11.stp,400,760,213,11689,11689,11689
MC,mc13.stp,150,11175,80,92,92,92
MC,mc2.stp,120,7140,60,71,71,71
MC,mc3.stp,97,4656,45,47,47,47
MC,mc7.stp,400,760,170,3417,3417,3417
MC,mc8.stp,400,760,188,1566,1566,1566
MSM,msm0580.stp,338,541,11,467,467,467
MSM,msm0654.stp,1290,2270,10,823,823,823
MSM,msm0709.stp,1442,2403,16,884,884,884
MSM,msm0920.stp,752,1264,26,806,806,806
MSM,msm1008.stp,402,695,11,494,494,494
MSM,msm1234.stp,933,1632,13,550,550,550
MSM,msm1477.stp,1199,2078,31,1068,1068,1068
MSM,msm1707.stp,278,478,11,564,564,564
MSM,msm1844.stp,90,135,10,188,188,188
MSM,msm1931.stp,875,1522,10,604,604,604
MSM,msm2000.stp,898,1562,10,594,594,594
MSM,msm2152.stp,2132,3702,37,1590,1590,1590
MSM,msm2326.stp,418,723,14,399,399,399
MSM,msm2492.stp,4045,7094,12,1459,1459,1459
MSM,msm2525.stp,3031,5239,12,1290,1290,1290
MSM,msm2601.stp,2961,5100,16,1440,1440,1440
MSM,msm2705.stp,1359,2458,13,714,714,714
MSM,msm2802.stp,1709,2963,18,926,926,926
MSM,msm2846.stp,3263,5783,89,3135,3135,3135
MSM,msm3277.stp,1704,2991,12,869,869,869
MSM,msm3676.stp,957,1554,10,607,607,607
MSM,msm3727.stp,4640,8255,21,1376,1376,1376
MSM,msm3829.stp,4221,7255,12,1571,1571,1571
MSM,msm4038.stp,237,390,11,353,353,353
MSM,msm4114.stp,402,690,16,393,393,393
MSM,msm4190.stp,391,666,16,381,381,381
MSM,msm4224.stp,191,302,11,311,311,311
MSM,msm4312.stp,5181,8893,10,2016,2016,2016
MSM,msm4414.stp,317,476,11,408,408,408
MSM,msm4515.stp,777,1358,13,630,630,630
P4E,p455.stp,100,4950,5,1138,1138,1138
P4E,p456.stp,100,4950,5,1228,1228,1228
P4E,p457.stp,100,4950,10,1609,1609,1609
P4E,p458.stp,100,4950,10,1868,1868,1868
P4E,p459.stp,100,4950,20,2345,2345,2345
P4E,p460.stp,100,4950,20,2959,2959,2959
P4E,p461.stp,100,4950,50,4474,4474,4474
P4E,p463.stp,200,19900,10,1510,1510,1510
P4E,p464.stp,200,19900,20,2545,2545,2545
P4E,p465.stp,200,19900,40,3853,3853,3853
P4E,p466.stp,200,19900,100,6234,6234,6234
P4Z,p401.stp,100,4950,5,155,155,155
P4Z,p402.stp,100,4950,5,116,116,116
P4Z,p403.stp,100,4950,5,179,179,179
P4Z,p404.stp,100,4950,10,270,270,270
P4Z,p405.stp,100,4950,10,270,270,270
P4Z,p406.stp,100,4950,10,290,290,290
P4Z,p407.stp,100,4950,20,590,590,590
P4Z,p408.stp,100,4950,20,542,542,542
P4Z,p409.stp,100,4950,50,963,963,963
P4Z,p410.stp,100,4950,50,1010,1010,1010
P6E,p619.stp,100,180,5,7485,7485,7485
P6E,p620.stp,100,180,5,8746,8746,8746
P6E,p621.stp,100,180,5,8688,8688,8688
P6E,p622.stp,100,180,10,15972,15972,15972
P6E,p623.stp,100,180,10,19496,19496,19496
P6E,p624.stp,100,180,20,20246,20246,20246
P6E,p625.stp,100,180,20,23078,23078,23078
P6E,p626.stp,100,180,20,22346,22346,22346
P6E,p627.stp,100,180,50,40647,40647,40647
P6E,p628.stp,100,180,50,40008,40008,40008
P6E,p629.stp,100,180,50,43287,43287,43287
P6E,p630.stp,200,370,10,26125,26125,26125
P6E,p631.stp,200,370,20,39067,39067,39067
P6E,p632.stp,200,370,40,56217,56217,56217
P6E,p633.stp,200,370,100,86268,86268,86268
P6Z,p602.stp,100,180,5,8083,8083,8083
P6Z,p603.stp,100,180,5,5022,5022,5022
P6Z,p604.stp,100,180,10,11397,11397,11397
P6Z,p605.stp,100,180,10,10355,10355,10355
P6Z,p606.stp,100,180,10,13048,13048,13048
P6Z,p607.stp,100,180,20,15358,15358,15358
P6Z,p608.stp,100,180,20,14439,14439,14439
P6Z,p609.stp,100,180,20,18263,18263,18263
P6Z,p610.stp,100,180,50,30161,30161,30161
P6Z,p611.stp,100,180,50,26903,26903,26903
P6Z,p612.stp,100,180,50,30258,30258,30258
P6Z,p613.stp,200,370,10,18429,18429,18429
P6Z,p614.stp,200,370,20,27276,27276,27276
P6Z,p615.stp,200,370,40,42474,42474,42474
P6Z,p616.stp,200,370,100,62263,62263,62263
PUC,bip42p.stp,1200,3982,200,24657,24657,24657
PUC,bip42u.stp,1200,3982,200,236,236,236
PUC,bip52p.stp,2200,7997,200,-1,24305,24526
PUC,bip52u.stp,2200,7997,200,-1,231,234
PUC,bip62p.stp,1200,10002,200,-1,22561,22843
PUC,bip62u.stp,1200,10002,200,-1,216,219
PUC,bipa2p.stp,3300,18073,300,-1,34763,35337
PUC,bipa2u.stp,3300,18073,300,-1,331,338
PUC,bipe2p.stp,550,5013,50,5616,5616,5616
PUC,bipe2u.stp,550,5013,50,54,54,54
PUC,cc10-2p.stp,1024,5120,135,-1,34413,35297
PUC,cc10-2u.stp,1024,5120,135,-1,334,342
PUC,cc11-2p.stp,2048,11263,244,-1,62001,63491
PUC,cc11-2u.stp,2048,11263,244,-1,602,612
PUC,cc12-2p.stp,4096,24574,473,-1,118383,121106
PUC,cc12-2u.stp,4096,24574,473,-1,1149,1172
PUC,cc3-10p.stp,1000,13500,50,-1,11979,12772
PUC,cc3-10u.stp,1000,13500,50,-1,117,125
PUC,cc3-11p.stp,1331,19965,61,-1,14622,15582
PUC,cc3-11u.stp,1331,19965,61,-1,143,153
PUC,cc3-12p.stp,1728,28512,74,-1,17644,18826
PUC,cc3-12u.stp,1728,28512,74,-1,173,185
PUC,cc3-4p.stp,64,288,8,2338,2338,2338
PUC,cc3-4u.stp,64,288,8,23,23,23
PUC,cc3-5p.stp,125,750,13,3661,3661,3661
PUC,cc3-5u.stp,125,750,13,36,36,36
PUC,cc5-3p.stp,243,1215,27,7299,7299,7299
PUC,cc5-3u.stp,243,1215,27,71,71,71
PUC,cc6-2p.stp,64,192,12,3271,3271,3271
PUC,cc6-2u.stp,64,192,12,32,32,32
PUC,cc6-3p.stp,729,4368,76,-1,20183,20270
PUC,cc6-3u.stp,729,4368,76,197,197,197
PUC,cc7-3p.stp,2187,15308,222,-1,55156,56799
PUC,cc7-3u.stp,2187,15308,222,-1,536,549
PUC,cc9-2p.stp,512,2304,64,-1,16881,17221
PUC,cc9-2u.stp,512,2304,64,-1,164,167
PUC,hc10p.stp,1024,5120,512,-1,59266,59797
PUC,hc10u.stp,1024,5120,512,-1,568,575
PUC,hc11p.stp,2048,11264,1024,-1,117408,119492
PUC,hc11u.stp,2048,11264,1024,-1,1126,1145
PUC,hc12p.stp,4096,24576,2048,-1,232907,236949
PUC,hc12u.stp,4096,24576,2048,-1,2233,2264
PUC,hc6p.stp,64,192,32,4003,4003,4003
PUC,hc6u.stp,64,192,32,39,39,39
PUC,hc7p.stp,128,448,64,7905,7905,7905
PUC,hc7u.stp,128,448,64,77,77,77
PUC,hc8p.stp,256,1024,128,15322,15322,15322
PUC,hc8u.stp,256,1024,128,148,148,148
PUC,hc9p.stp,512,2304,256,-1,29961,30242
PUC,hc9u.stp,512,2304,256,-1,287,292
SP,antiwheel5.stp,10,15,5,7,7,7
SP,design432.stp,8,20,4,9,9,9
SP,oddcycle3.stp,6,9,3,4,4,4
SP,oddwheel3.stp,7,9,4,5,5,5
SP,se03.stp,13,21,4,12,12,12
SP,w13c29.stp,783,2262,406,507,507,507
SP,w23c23.stp,1081,3174,552,689,689,689
SP,w3c571.stp,3997,10278,2284,2854,2854,2854
TAQ,taq0014.stp,6466,11046,128,5326,5326,5326
TAQ,taq0023.stp,572,963,11,621,621,621
TAQ,taq0365.stp,4186,7074,22,1914,1914,1914
TAQ,taq0377.stp,6836,11715,136,6393,6393,6393
TAQ,taq0431.stp,1128,1905,13,897,897,897
TAQ,taq0631.stp,609,932,10,581,581,581
TAQ,taq0739.stp,837,1438,16,848,848,848
TAQ,taq0741.stp,712,1217,16,847,847,847
TAQ,taq0751.stp,1051,1791,16,939,939,939
TAQ,taq0891.stp,331,560,10,319,319,319
TAQ,taq0903.stp,6163,10490,130,5099,5099,5099
TAQ,taq0910.stp,310,514,17,370,370,370
TAQ,taq0920.stp,122,194,17,210,210,210
TAQ,taq0978.stp,777,1239,10,566,566,566
TSPFST,a280fst.stp,313,328,279,2502,2502,2502
TSPFST,att48fst.stp,139,202,48,30236,30236,30236
TSPFST,att532fst.stp,1468,2152,532,84009,84009,84009
TSPFST,berlin52fst.stp,89,104,52,6760,6760,6760
TSPFST,bier127fst.stp,258,357,127,104284,104284,104284
TSPFST,d1291fst.stp,1365,1456,1291,481421,481421,481421
TSPFST,d1655fst.stp,1906,2083,1655,584948,584948,584948
TSPFST,d198fst.stp,232,256,198,129175,129175,129175
TSPFST,d2103fst.stp,2206,2272,2103,769797,769797,769797
TSPFST,d493fst.stp,1055,1473,493,320137,320137,320137
TSPFST,d657fst.stp,1416,1978,657,471589,471589,471589
TSPFST,dsj1000fst.stp,2562,3655,1000,17564659,17564659,17564659
